,mean,std,energy,median,max,min,ptp,cluster,state,rolling_energy_max,rolling_energy_min,rolling_std_max,rolling_std_min,cluster_smooth,state_smooth
2025-05-08 11:18:33.591,2.244105732400802e-05,0.032402411386387595,5.2485339200051175,-0.0003031600445184701,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.292758739209149,5.2485339200051175,0.03253855793767312,0.032402411386387595,1,off
2025-05-08 11:18:34.679,3.2985053271319786e-05,0.03238138095758611,5.241726049837579,-0.00030099708754472744,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.279615403786174,5.241726049837579,0.03249819657407414,0.03238138095758611,1,off
2025-05-08 11:18:35.800,1.724632908743513e-05,0.032350801076463515,5.23182656429361,-0.00030674530534373606,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.27113970704049,5.23182656429361,0.03247212262218963,0.032350801076463515,1,off
2025-05-08 11:18:36.913,3.5670082993595864e-05,0.03228331723664681,5.210027008212188,-0.00030099708754472744,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.259227446451415,5.210027008212188,0.032435411158087075,0.03228331723664681,1,off
2025-05-08 11:18:38.040,1.7000168135734817e-05,0.03217564989312734,5.175328402808063,-0.0003149698624847691,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.2485339200051175,5.175328402808063,0.032402411386387595,0.03217564989312734,1,off
2025-05-08 11:18:39.119,1.5021020702397674e-05,0.032142905645041256,5.164799878302136,-0.00031062350021659595,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.241726049837579,5.164799878302136,0.03238138095758611,0.032142905645041256,1,off
2025-05-08 11:18:40.228,1.836894261076687e-05,0.032115211587880214,5.155904376946507,-0.00031062350021659595,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.23182656429361,5.155904376946507,0.032350801076463515,0.032115211587880214,1,off
2025-05-08 11:18:41.338,-6.974228799495918e-06,0.03208157616858958,5.145108662974948,-0.00030674530534373606,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.210027008212188,5.145108662974948,0.03228331723664681,0.03208157616858958,1,off
2025-05-08 11:18:42.861,3.963559684090123e-06,0.032059267261190405,5.137955368553876,-0.00030674530534373606,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.175328402808063,5.137955368553876,0.03217564989312734,0.032059267261190405,1,off
2025-05-08 11:18:43.959,3.5069432118082106e-05,0.031994815848226194,5.117323686893712,-0.00031062350021659595,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.164799878302136,5.117323686893712,0.032142905645041256,0.031994815848226194,1,off
2025-05-08 11:18:45.169,4.414421526110071e-05,0.031988817219545385,5.1154085946590175,-0.00030099708754472744,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.155904376946507,5.1154085946590175,0.032115211587880214,0.031988817219545385,1,off
2025-05-08 11:18:46.379,-7.72247856760535e-06,0.031910129106485004,5.09026373980649,-0.00030099708754472744,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.145108662974948,5.09026373980649,0.03208157616858958,0.031910129106485004,1,off
2025-05-08 11:18:47.866,-4.1057387731304925e-05,0.031880036992100735,5.080675884875378,-0.00031062350021659595,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.137955368553876,5.080675884875378,0.032059267261190405,0.031880036992100735,1,off
2025-05-08 11:18:49.388,-6.897658357606158e-05,0.03185326078571865,5.072160272037733,-0.0003251785336626433,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.117323686893712,5.072160272037733,0.031994815848226194,0.03185326078571865,1,off
2025-05-08 11:18:50.698,-6.073591182119557e-05,0.0318372717361908,5.067064190403587,-0.00032097795458646864,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.1154085946590175,5.067064190403587,0.031988817219545385,0.0318372717361908,1,off
2025-05-08 11:18:51.810,-2.3669607928191125e-05,0.03174493784000955,5.0377004525035805,-0.00031828565399983017,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.09026373980649,5.0377004525035805,0.031910129106485004,0.03174493784000955,1,off
2025-05-08 11:18:53.031,4.3274006369159993e-05,0.03169300715659635,5.021238429635846,-0.0002966416760260558,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.080675884875378,5.021238429635846,0.031880036992100735,0.03169300715659635,1,off
2025-05-08 11:18:54.106,5.758362292884813e-05,0.03165639497182694,5.009651165087087,-0.00026919597905018686,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.072160272037733,5.009651165087087,0.03185326078571865,0.03165639497182694,1,off
2025-05-08 11:18:55.216,2.271345993340356e-05,0.03162823213369154,5.000727573951799,-0.0002783650254925523,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.067064190403587,5.000727573951799,0.0318372717361908,0.03162823213369154,1,off
2025-05-08 11:18:56.425,3.5702735661844374e-05,0.03160966881447966,4.994863015069547,-0.00027425796606837577,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.0377004525035805,4.994863015069547,0.03174493784000955,0.03160966881447966,1,off
2025-05-08 11:18:57.523,2.0191045159758894e-05,0.03155906548313477,4.978879134621298,-0.0002872191711246467,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.021238429635846,4.978879134621298,0.03169300715659635,0.03155906548313477,1,off
2025-05-08 11:18:58.634,3.5790501208852235e-05,0.03153426857862045,4.97106246864794,-0.0002760480192204395,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.009651165087087,4.97106246864794,0.03165639497182694,0.03153426857862045,1,off
2025-05-08 11:18:59.831,8.491743970124403e-05,0.03148323119611252,4.955014093750644,-0.0002512397828852738,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,5.000727573951799,4.955014093750644,0.03162823213369154,0.03148323119611252,1,off
2025-05-08 11:19:01.164,3.936029055673467e-05,0.03144090990615673,4.9416732939819585,-0.0002535041525455306,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.994863015069547,4.9416732939819585,0.03160966881447966,0.03144090990615673,1,off
2025-05-08 11:19:02.261,1.3453912267689217e-06,0.0313993818231375,4.928619982247402,-0.0002718530286888827,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.978879134621298,4.928619982247402,0.03155906548313477,0.0313993818231375,1,off
2025-05-08 11:19:03.357,-4.0126934441144466e-05,0.03136443553954176,4.917663406607976,-0.0002843186119499231,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.97106246864794,4.917663406607976,0.03153426857862045,0.03136443553954176,1,off
2025-05-08 11:19:04.448,-3.3351855626264345e-05,0.031322724279477535,4.904589730115939,-0.0002783650254925523,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.955014093750644,4.904589730115939,0.03148323119611252,0.031322724279477535,1,off
2025-05-08 11:19:05.547,4.851145667811853e-06,0.03127326893544553,4.889108849861675,-0.0002718530286888827,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.9416732939819585,4.889108849861675,0.03144090990615673,0.03127326893544553,1,off
2025-05-08 11:19:06.645,1.4037092145266916e-05,0.031204484728234918,4.867626601105856,-0.00027425796606837577,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.928619982247402,4.867626601105856,0.0313993818231375,0.031204484728234918,1,off
2025-05-08 11:19:07.744,2.4080111241981284e-06,0.03117429836487935,4.858212584826641,-0.00026919597905018686,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.917663406607976,4.858212584826641,0.03136443553954176,0.03117429836487935,1,off
2025-05-08 11:19:08.964,-1.2213131835849036e-05,0.031165237533542674,4.85538962638311,-0.0002619320318788144,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.904589730115939,4.85538962638311,0.031322724279477535,0.031165237533542674,1,off
2025-05-08 11:19:10.429,-5.25205029475176e-05,0.03111677765215612,4.840314795433307,-0.00027425796606837577,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.889108849861675,4.840314795433307,0.03127326893544553,0.03111677765215612,1,off
2025-05-08 11:19:11.501,-6.669690089775276e-05,0.03103501796809329,4.814920771442035,-0.00026919597905018686,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.867626601105856,4.814920771442035,0.031204484728234918,0.03103501796809329,1,off
2025-05-08 11:19:12.593,-1.5033655749056685e-05,0.03095994072308712,4.791632260009791,-0.00026919597905018686,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.858212584826641,4.791632260009791,0.03117429836487935,0.03095994072308712,1,off
2025-05-08 11:19:13.803,1.801030748584076e-06,0.030888839643698388,4.76964796847459,-0.0002718530286888827,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.85538962638311,4.76964796847459,0.031165237533542674,0.030888839643698388,1,off
2025-05-08 11:19:14.902,-4.00311979387129e-05,0.030826777967435087,4.750508921511895,-0.0002535041525455306,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.840314795433307,4.750508921511895,0.03111677765215612,0.030826777967435087,1,off
2025-05-08 11:19:15.989,-6.058464496270083e-05,0.030756388738717826,4.728849638283423,-0.0002718530286888827,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.814920771442035,4.728849638283423,0.03103501796809329,0.030756388738717826,1,off
2025-05-08 11:19:17.210,1.751792071614411e-05,0.030684974730876023,4.706898337885997,-0.0002512397828852738,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.791632260009791,4.706898337885997,0.03095994072308712,0.030684974730876023,1,off
2025-05-08 11:19:18.430,6.017370586982418e-06,0.030658612562216178,4.698812851719903,-0.0002535041525455306,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.76964796847459,4.698812851719903,0.030888839643698388,0.030658612562216178,1,off
2025-05-08 11:19:19.518,4.234479058899848e-06,0.03062117532985774,4.687344326184923,-0.0002512397828852738,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.750508921511895,4.687344326184923,0.030826777967435087,0.03062117532985774,1,off
2025-05-08 11:19:20.728,-4.838356538461064e-05,0.030583374258925978,4.675790267373615,-0.0002619320318788144,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.728849638283423,4.675790267373615,0.030756388738717826,0.030583374258925978,1,off
2025-05-08 11:19:21.937,-5.693267287497429e-05,0.030500293491245202,4.650425454003624,-0.00026919597905018686,0.32773860241297514,-0.12186966898687587,0.44960827139985104,1,off,4.706898337885997,4.650425454003624,0.030684974730876023,0.030500293491245202,1,off
